seed,model,val,train,test,RMSE
56,GradientBoostingRegressor,0.5494060318273926,0.7279261762608554,0.5413225678263374,0.11530544549390512
57,GradientBoostingRegressor,0.5621646620974837,0.7305549834421313,0.5025902012179913,0.11623641431530184
58,GradientBoostingRegressor,0.5721208614045356,0.7407221855765336,0.4475541483541908,0.11127102398158198
59,GradientBoostingRegressor,0.5426908571179381,0.717763340187755,0.5484787302859682,0.1108715578726208
60,GradientBoostingRegressor,0.547078442140899,0.729447144101089,0.5590043565024726,0.1120077840913837
61,GradientBoostingRegressor,0.5614652748862456,0.7355809931646559,0.5405291700086131,0.11610914674253923
62,GradientBoostingRegressor,0.5519468097222727,0.7366304308753792,0.4750985855480702,0.11953059077654078
63,GradientBoostingRegressor,0.5507304615363294,0.7175407896466672,0.6128134754694885,0.11132018624262997
64,GradientBoostingRegressor,0.5606299981194954,0.7348609197731413,0.4944856142185655,0.11668763967627424
65,GradientBoostingRegressor,0.5504386680226864,0.7205831735544243,0.5741184506215353,0.11213993707217065
66,GradientBoostingRegressor,0.5293426097673292,0.7333638387303991,0.5184040472356528,0.1148650022727105
67,GradientBoostingRegressor,0.5470255517218853,0.7161337853688974,0.5770555124433352,0.1138540981276123
68,GradientBoostingRegressor,0.518279544432683,0.710015205154899,0.6699285984013884,0.0970098689294801
69,GradientBoostingRegressor,0.5644532866685584,0.7446123461463282,0.4740456631615231,0.12399084078337134
70,GradientBoostingRegressor,0.5298709970862426,0.7161450688686362,0.6347131351804572,0.10573214718592068
71,GradientBoostingRegressor,0.5339514051847944,0.7300436530000084,0.5604161783041911,0.11347536392016744
72,GradientBoostingRegressor,0.5614161914340448,0.7372174745952159,0.507105191031753,0.11805812456771173
73,GradientBoostingRegressor,0.5437201414365765,0.7262747890682749,0.557362002674069,0.10735838545202256
74,GradientBoostingRegressor,0.5617557037321708,0.7323422275184167,0.4929643980477224,0.1074742892123867
75,GradientBoostingRegressor,0.5415146167897581,0.7189813887673785,0.6151847539889626,0.10541871245102619
76,GradientBoostingRegressor,0.5573284399666957,0.7298928839093493,0.5465381850628135,0.1164278015728954
77,GradientBoostingRegressor,0.5278002160941758,0.7002541076411466,0.6225233300367882,0.09501087662985322
78,GradientBoostingRegressor,0.5532148426843118,0.7293860141508994,0.5581860297543986,0.11383275972771341
79,GradientBoostingRegressor,0.5877096495889004,0.7445105792364677,0.40064993724867515,0.11116347016728062
80,GradientBoostingRegressor,0.5325263358530063,0.7175587510217891,0.6225106361250407,0.09839800464451733
81,GradientBoostingRegressor,0.5643639147868106,0.7381019225302591,0.5264198891339228,0.11309062679186754
82,GradientBoostingRegressor,0.5189676149604209,0.7175680243517939,0.5920654453361438,0.11255877585799594
83,GradientBoostingRegressor,0.5660210070359369,0.7339988361103194,0.5289847204695685,0.11065296884141466
84,GradientBoostingRegressor,0.5663608051433157,0.734513346553636,0.5231933595820304,0.11737238549458831
85,GradientBoostingRegressor,0.5472254423699079,0.7411375832286364,0.523906908746581,0.11015841363313361
86,GradientBoostingRegressor,0.5609201535031145,0.731007755188759,0.544388427531912,0.11392384124311268
87,GradientBoostingRegressor,0.5538268374540548,0.729508865009606,0.5738046911099142,0.10677156650671009
88,GradientBoostingRegressor,0.5479299423138184,0.7263150806949062,0.5475237722158178,0.10019737303472175
89,GradientBoostingRegressor,0.5499814602731116,0.7345019956236281,0.5160334782095897,0.11798565544732742
90,GradientBoostingRegressor,0.5327345822837796,0.7226615769276246,0.6270777528319964,0.10438839200014648
91,GradientBoostingRegressor,0.4960163392771291,0.7092287290577779,0.644640351287799,0.10713102153272336
92,GradientBoostingRegressor,0.5642885080972381,0.7222531193079464,0.5451969955188782,0.11414861392195577
93,GradientBoostingRegressor,0.5063663067293381,0.7183578972375184,0.600982528567511,0.11053201768165145
94,GradientBoostingRegressor,0.5612710502949912,0.7379434421210409,0.504093445029339,0.11225620097923707
95,GradientBoostingRegressor,0.5532108658863908,0.7392199453567238,0.50392471365753,0.10933052057316875
96,GradientBoostingRegressor,0.5300282864222704,0.7125622426211178,0.6158829589489595,0.11498461763676039
97,GradientBoostingRegressor,0.511263990208095,0.7024810645464059,0.6505310688684889,0.11141905650155365
98,GradientBoostingRegressor,0.5257930497139756,0.7233026170188188,0.5934372885790656,0.11118810718154518
99,GradientBoostingRegressor,0.5414140880094409,0.7186363555356273,0.5864079437499702,0.10245971587084858
