seed,model,val,train,test,RMSE
49,RandomForestRegressor,0.5409589787655045,0.9446849303923701,0.5943962662826212,0.1085634787890569
50,RandomForestRegressor,0.5441484496226991,0.9411433314803666,0.5776299025758282,0.10854338054615714
51,RandomForestRegressor,0.578022617085064,0.9451935497687748,0.48516820212951994,0.11415229078947343
52,RandomForestRegressor,0.5789303638198682,0.9431662998858524,0.5084830876858365,0.11508303408439276
53,RandomForestRegressor,0.5672316897066099,0.9417270389508243,0.57394662970333,0.11651968011842107
54,RandomForestRegressor,0.5731348259811658,0.9429938792716824,0.47182241906867217,0.10788679472196636
55,RandomForestRegressor,0.5678668471657528,0.9413758154832643,0.541181087407631,0.1101964923757313
56,RandomForestRegressor,0.5757439526142824,0.9344421353837755,0.5113872901922538,0.11900864532240357
57,RandomForestRegressor,0.5795159856122067,0.9426544235054589,0.5517073960819545,0.11034834473168961
58,RandomForestRegressor,0.5893429581503162,0.9450656559312784,0.4815363567612672,0.10779444479041174
59,RandomForestRegressor,0.5631137916835371,0.9412930727699189,0.5793071110596643,0.1070196752524161
60,RandomForestRegressor,0.5725842088030435,0.9426349867483614,0.5715636998676688,0.1104012996466387
61,RandomForestRegressor,0.5744361829519644,0.9448538783056082,0.5301967053603813,0.11740740526068406
62,RandomForestRegressor,0.5765979351234092,0.9425824965194063,0.5426142829607516,0.11157875051405877
63,RandomForestRegressor,0.5568219631613375,0.942008660161728,0.6165007656604553,0.1107888509017443
64,RandomForestRegressor,0.5932388225599816,0.9466616992592349,0.514148876132944,0.11439570033618714
65,RandomForestRegressor,0.5394867030418392,0.9407401589262759,0.6084695821867798,0.10752232562931126
66,RandomForestRegressor,0.5668755955213991,0.9431421931768607,0.5761017879581234,0.1077648437644816
67,RandomForestRegressor,0.5319643511721661,0.9385519981986835,0.6298070566461641,0.10651752111857528
68,RandomForestRegressor,0.5352527202686946,0.9369545918876081,0.6978889846573332,0.0928101018722786
69,RandomForestRegressor,0.5918055191120167,0.9448210215654452,0.482587442056571,0.12297988066225639
70,RandomForestRegressor,0.5504917372568859,0.9391988546648827,0.6261043987809785,0.10697078966872114
71,RandomForestRegressor,0.5723235939146889,0.9443887677263102,0.5381018100147774,0.11631985823419651
72,RandomForestRegressor,0.5808783427021957,0.9450454384392581,0.5170435780165388,0.11686184279090443
73,RandomForestRegressor,0.566020316996546,0.9425225901193409,0.5578725205839126,0.10729645652663683
74,RandomForestRegressor,0.5767344548044442,0.9445175506158632,0.49786007611378336,0.1069541721146465
75,RandomForestRegressor,0.5346910960820155,0.9422634360026835,0.6098309817524354,0.10614950248239625
76,RandomForestRegressor,0.5614971623113936,0.9432753782707257,0.5729879258617157,0.11298125997736719
77,RandomForestRegressor,0.5327559436956911,0.9404358054115516,0.6373334993131263,0.0931283671862044
78,RandomForestRegressor,0.5733731969935121,0.9440720361275414,0.5484608560052695,0.11507877902953888
79,RandomForestRegressor,0.6021620036691193,0.9443900505578499,0.38436705921968817,0.11266337132213024
80,RandomForestRegressor,0.5516585776811029,0.9386475310709219,0.6329058375642987,0.09703371772900432
81,RandomForestRegressor,0.5749273981216483,0.9412727863356372,0.550187868517156,0.11021620820002631
82,RandomForestRegressor,0.5299206142357046,0.9380757937002551,0.6257201444934755,0.10781578284178699
83,RandomForestRegressor,0.5755118430256793,0.9447024800914737,0.5349435913678612,0.10995079896141062
84,RandomForestRegressor,0.5808973723046054,0.9453199256198469,0.5048995543027993,0.11960282628860697
85,RandomForestRegressor,0.570689241506358,0.9439537302989419,0.5207206008891317,0.11052642286043401
86,RandomForestRegressor,0.5604846650978305,0.9447360943788353,0.554501208343705,0.11265241641421461
87,RandomForestRegressor,0.5535269029579337,0.9426765128194377,0.5891543786421614,0.10483121356283423
88,RandomForestRegressor,0.5612449758093041,0.9415519718431646,0.534960645255234,0.10157885320995833
89,RandomForestRegressor,0.5620553442834341,0.9444507453040245,0.5227596592363436,0.11716290272120079
90,RandomForestRegressor,0.5335256421642981,0.9396865776157088,0.6395374824217208,0.10262971368061105
91,RandomForestRegressor,0.5352354818368354,0.9365021085064964,0.6540117823603925,0.10570897089724986
92,RandomForestRegressor,0.5546177960278135,0.9416379505356212,0.588210229566057,0.10861673822053167
93,RandomForestRegressor,0.5523478084045611,0.9393785750400295,0.6362504942211423,0.10553423046474687
94,RandomForestRegressor,0.5692580745746352,0.9443267237229153,0.5240296424200857,0.10997662035269186
95,RandomForestRegressor,0.5807718295698358,0.941065031961977,0.5616520464185424,0.10277254512773427
96,RandomForestRegressor,0.5417158466348166,0.9396078470790772,0.629443838756065,0.11293666978650639
97,RandomForestRegressor,0.5446564685262482,0.939043166851217,0.6535739814453149,0.110932919292105
98,RandomForestRegressor,0.5480708343652094,0.9425818739910005,0.6088480362030635,0.10906045933710078
99,RandomForestRegressor,0.5620943846678469,0.9418999685085697,0.6029415840363885,0.1003908787253728
