seed,model,val,train,test,RMSE
64,ExtraTreesRegressor,0.6094817525930231,0.9393992714283883,0.5488978287331396,0.11022892051047416
65,ExtraTreesRegressor,0.5694219840279962,0.9368429544910007,0.6380031026007422,0.10338756800893252
66,ExtraTreesRegressor,0.5886003049041554,0.9398970174346876,0.5899675543436116,0.10598768907570381
67,ExtraTreesRegressor,0.5677161654354664,0.9376202623925718,0.620068791481023,0.10790944714880087
68,ExtraTreesRegressor,0.5559073613111123,0.9329976554258397,0.7167039523206111,0.08987361835549919
69,ExtraTreesRegressor,0.6164304735296801,0.9416261687371688,0.502055564877522,0.12064408287649513
70,ExtraTreesRegressor,0.5887062682730804,0.9377624320328404,0.6174539984092413,0.10820114521485538
71,ExtraTreesRegressor,0.5868599466302643,0.9405946370981723,0.5876778965784353,0.10990034161133307
72,ExtraTreesRegressor,0.604378877752384,0.9406685834814137,0.5400524581938085,0.11404412272517568
73,ExtraTreesRegressor,0.5814029179916167,0.9361856404600944,0.6055200295326051,0.10135008189131552
74,ExtraTreesRegressor,0.5988314554454838,0.9404520315884312,0.5271543967713043,0.10378749540968404
75,ExtraTreesRegressor,0.5678441255849591,0.9361353489468262,0.6486098167149982,0.10073639033730211
76,ExtraTreesRegressor,0.5871960581634055,0.9392425196213513,0.5911771649010829,0.11054876848968155
77,ExtraTreesRegressor,0.56909720738929,0.936840186211279,0.6480282567079025,0.09174494976877426
78,ExtraTreesRegressor,0.6034971549310368,0.9404426847262937,0.5937218084260543,0.10915893706973995
79,ExtraTreesRegressor,0.6185940807671051,0.9437538323147922,0.46281846176722746,0.10524036781552006
80,ExtraTreesRegressor,0.5786905816852986,0.9348659421043513,0.6357127358837231,0.0966620332289159
81,ExtraTreesRegressor,0.5859874554931842,0.9374215852259831,0.5944426000576586,0.10465405216658569
82,ExtraTreesRegressor,0.5626479464712653,0.934754570847439,0.6347933781351799,0.10650093873162314
83,ExtraTreesRegressor,0.597762793847375,0.9421361256905001,0.5294991701502855,0.11059252394807341
84,ExtraTreesRegressor,0.6124878037935305,0.9422867480772206,0.5353686901103522,0.115864133960747
85,ExtraTreesRegressor,0.5975577393873843,0.9423652025430392,0.5534153866432023,0.10668997450518618
86,ExtraTreesRegressor,0.5897071534074112,0.9415805769954041,0.559154427875104,0.11206254677469792
87,ExtraTreesRegressor,0.5763292032360653,0.9361097299419661,0.5850980680466429,0.10534744583190347
88,ExtraTreesRegressor,0.5916066594814826,0.9391354528583536,0.6007928261845199,0.0941147342621703
89,ExtraTreesRegressor,0.5801015429821229,0.9375800637130585,0.5672794983124043,0.11156431037660026
90,ExtraTreesRegressor,0.5616513645999401,0.9358005352897456,0.6638464740580753,0.09910872679108639
91,ExtraTreesRegressor,0.5657380627777676,0.9376216006537694,0.6681651975802971,0.10352426512505705
92,ExtraTreesRegressor,0.5678660611285425,0.9358681705327216,0.6066537353499393,0.1061564764498121
93,ExtraTreesRegressor,0.5719046766203721,0.9364271756952453,0.6609632287622731,0.101886241897227
94,ExtraTreesRegressor,0.6064604479596932,0.9427799712249577,0.5478538307839109,0.10718890736306591
95,ExtraTreesRegressor,0.5972513853665034,0.9397108502707787,0.5577629252053704,0.10322744887216587
96,ExtraTreesRegressor,0.5740278839405921,0.9358532183545604,0.6371504808821167,0.11175609905485855
97,ExtraTreesRegressor,0.56931276242762,0.9313746702237257,0.6722816320487687,0.10789605910070621
98,ExtraTreesRegressor,0.5734758668045807,0.9364279003993031,0.6215346967104629,0.10727724216696277
99,ExtraTreesRegressor,0.587750384039931,0.938066736171886,0.6097844664601524,0.099522053755962
